accX[mg]	accY[mg]	accZ[mg]
-1	1	1020
-1	1	1020
-2	0	1018
-2	0	1021
0	0	1021
-1	0	1021
-1	0	1019
0	0	1022
-1	0	1021
-1	0	1021
0	0	1022
-1	1	1020
0	0	1023
-1	0	1020
-1	2	1021
1	2	1021
-2	0	1022
-1	0	1022
-1	-1	1021
-2	2	1021
0	1	1021
-1	2	1020
0	0	1022
-2	0	1020
-1	3	1020
-1	2	1021
1	0	1021
-1	1	1019
-1	2	1019
-1	2	1021
0	1	1020
-1	2	1019
-1	1	1020
-2	1	1021
-1	0	1020
-1	0	1020
-2	0	1019
-1	1	1022
-1	2	1018
0	0	1019
-1	1	1021
-2	1	1021
0	0	1020
-1	0	1022
-2	0	1021
-3	0	1022
-1	0	1021
-2	0	1022
-2	0	1025
-1	1	1026
-2	1	1024
-2	1	1025
0	0	1026
0	2	1025
-2	2	1024
0	0	1023
-1	0	1023
-1	2	1023
-2	3	1021
-1	3	1020
-1	2	1018
-1	2	1017
-2	3	1018
-1	1	1018
0	2	1018
-2	0	1017
-1	3	1019
-1	2	1019
0	3	1020
0	3	1020
-2	2	1020
0	1	1021
0	1	1020
0	3	1021
0	2	1020
-1	3	1020
0	2	1021
-2	2	1021
-2	1	1023
0	1	1023
-1	1	1022
-1	0	1022
0	1	1021
1	1	1023
0	0	1021
-1	1	1018
0	1	1022
1	0	1021
0	-1	1017
1	0	1023
-1	-1	1016
3	0	1019
3	-1	1020
1	0	1019
0	-1	1017
0	0	1019
1	-2	1021
0	-2	1019
0	-2	1018
-1	-3	1019
-1	-3	1023
0	-2	1021
0	-3	1020
-2	-2	1021
-1	-3	1022
-1	-3	1023
-2	-2	1021
-1	-4	1022
-2	-3	1022
-1	-3	1019
-1	-2	1024
-3	-2	1018
-1	-2	1021
-1	-2	1019
-1	-2	1020
-2	-1	1020
1	-3	1024
-9	4	1005
6	-2	1035
-1	2	1014
-5	0	1018
0	1	1019
-1	-2	1017
0	4	1025
-2	1	1018
-2	2	1022
-1	3	1024
-2	2	1023
-2	4	1022
-3	5	1022
0	4	1024
0	4	1024
0	6	1024
0	6	1024
-2	5	1022
0	6	1023
-1	5	1023
-2	5	1024
-1	5	1023
-4	5	1022
-2	7	1021
-1	7	1022
-2	6	1022
-3	5	1021
0	6	1021
-1	6	1020
0	5	1022
0	5	1020
-1	5	1021
-2	4	1021
-2	5	1021
-3	3	1021
0	4	1021
-1	3	1021
-2	3	1022
-1	3	1021
-3	3	1020
-1	2	1021
-3	0	1020
-2	0	1021
-1	-1	1023
-1	0	1020
0	0	1022
-1	-1	1021
0	0	1021
0	-1	1019
-1	-1	1020
-2	-1	1019
-1	-2	1019
0	-3	1019
0	-2	1021
1	-3	1021
-1	-3	1020
0	-2	1019
0	-4	1020
0	-4	1020
0	-3	1021
0	-3	1021
0	-3	1020
0	-4	1020
0	-5	1019
0	-3	1021
0	-3	1022
1	-3	1020
1	-2	1021
1	-3	1019
0	-2	1021
0	-2	1019
0	-2	1021
2	-2	1020
0	-2	1018
0	-1	1017
1	0	1017
0	0	1017
0	0	1018
-2	0	1018
-2	0	1018
-1	0	1026
-3	-3	1008
1	3	1029
0	0	1018
-1	0	1023
0	4	1019
4	5	1014
36	-8	1028
0	-32	984
-8	7	1069
32	27	1056
12	-13	1033
-11	-3	988
-22	8	1012
-19	12	1020
0	7	1027
4	5	1030
6	5	1022
2	7	1021
1	3	1016
0	3	1019
4	6	1024
3	11	1022
-4	13	1018
-5	7	1014
-1	3	1021
2	5	1024
5	6	1027
5	4	1025
1	4	1023
-1	5	1022
-2	6	1023
-2	6	1023
-1	5	1023
-2	2	1024
-3	3	1026
-4	1	1025
-5	3	1020
-2	2	1024
0	1	1027
4	-3	1028
1	-2	1024
-1	3	984
-2	4	1091
9	0	1003
45	16	1114
-19	-4	972
-16	-4	1022
-28	-1	940
-9	1	1081
8	-2	1004
5	3	1057
5	0	1003
-2	-6	1022
-9	0	1027
-12	0	1021
-1	0	1014
5	0	1021
8	0	1028
9	0	1035
-2	-2	1030
-12	0	1039
-21	1	1039
-29	-3	1050
-35	-8	1046
-24	0	1044
-20	-17	1065
-181	-177	1263
-281	-112	1018
-138	41	844
88	137	810
110	139	948
148	77	1108
168	-15	1130
138	-38	1064
55	-16	974
-23	1	892
-41	0	911
-5	-6	982
5	-4	985
2	1	968
7	2	987
3	2	996
0	4	1011
0	5	1016
0	5	1030
-2	4	1042
0	4	1053
-1	3	1058
-2	3	1057
0	2	1060
2	1	1062
4	1	1064
3	0	1054
0	0	1044
0	0	1035
0	0	1032
0	0	1032
-1	-1	1022
0	-1	1014
2	-2	1006
3	-2	1000
2	-3	995
3	-4	993
3	-6	990
7	-6	990
7	-4	990
8	-4	992
4	-1	996
2	-2	1004
0	-1	1009
-1	-1	1016
0	0	1024
0	0	1032
-1	0	1038
0	2	1043
0	3	1044
0	2	1045
0	0	1048
0	0	1046
0	0	1044
0	0	1039
-2	0	1033
1	0	1029
0	0	1024
0	1	1014
0	0	1009
0	-1	1004
0	0	1000
0	0	996
0	0	996
-2	2	995
-2	0	998
-2	0	1002
-1	3	1003
2	3	1007
4	2	1014
5	3	1019
1	4	1020
0	6	1025
-1	4	1030
0	4	1034
0	5	1037
0	4	1039
-1	7	1039
0	6	1041
-2	4	1038
0	4	1036
0	4	1032
0	2	1029
0	1	1024
0	1	1021
0	0	1016
1	0	1013
2	0	1008
0	0	1007
2	0	1006
0	0	1005
0	0	1005
0	0	1006
0	-1	1009
-1	1	1010
1	0	1015
1	0	1015
0	2	1021
0	0	1024
2	0	1029
1	1	1030
0	0	1033
0	0	1036
1	1	1035
2	1	1034
0	1	1033
1	0	1033
1	0	1029
1	-1	1026
0	-3	1022
1	-2	1021
1	-2	1017
0	-2	1014
0	-4	1011
0	-3	1010
0	-5	1010
0	-3	1009
-2	-3	1008
0	-3	1009
-1	-1	1012
0	-1	1015
-2	-2	1017
0	-2	1020
-1	0	1024
-1	0	1027
0	0	1027
0	1	1030
-1	2	1031
0	2	1031
0	4	1031
2	4	1029
2	3	1028
1	4	1027
1	3	1024
4	3	1022
2	4	1022
5	2	1019
3	2	1014
4	2	1013
4	3	1013
1	2	1013
3	2	1011
4	1	1012
2	1	1015
1	2	1016
2	4	1017
1	3	1021
0	4	1022
-1	4	1023
-1	3	1025
-2	5	1027
-2	5	1029
-3	3	1029
-3	3	1029
-3	3	1029
-4	1	1030
-2	3	1028
-3	2	1027
-3	3	1024
-4	3	1023
-2	2	1023
-2	0	1020
-3	0	1018
-3	1	1017
-2	0	1016
0	0	1015
0	-1	1012
-1	-1	1014
0	0	1015
0	-1	1014
1	-2	1016
0	-1	1015
4	-2	1019
3	-1	1022
3	-1	1022
3	0	1021
3	-1	1024
5	0	1026
3	0	1028
3	0	1025
2	-1	1025
3	0	1027
3	1	1026
3	0	1024
0	-1	1023
2	0	1025
1	-2	1022
1	-2	1018
1	-2	1018
0	-3	1018
0	-2	1017
0	-1	1016
0	-1	1015
0	1	1016
0	-2	1017
0	-1	1017
0	-1	1017
0	0	1021
0	-1	1021
0	-1	1021
0	0	1022
0	0	1023
0	0	1023
0	1	1025
0	0	1025
0	0	1026
0	1	1027
0	1	1025
2	1	1024
0	2	1026
0	1	1023
0	1	1021
0	1	1020
1	1	1019
0	2	1019
0	2	1018
0	2	1017
0	3	1018
0	2	1019
0	0	1016
0	3	1017
1	4	1019
1	2	1021
0	2	1021
0	3	1019
0	3	1022
0	2	1023
1	3	1025
0	2	1023
-2	2	1025
-1	3	1026
-1	3	1024
0	2	1022
0	3	1024
-1	2	1024
0	2	1024
0	3	1020
0	1	1021
0	2	1019
0	2	1020
-1	1	1019
0	2	1018
0	1	1018
0	2	1018
0	0	1018
0	0	1019
1	1	1020
2	1	1020
2	0	1020
0	0	1021
1	1	1023
0	0	1023
-1	0	1024
-1	0	1023
1	0	1025
1	0	1024
1	-1	1024
0	0	1022
0	0	1022
1	0	1024
1	0	1023
2	-2	1022
0	-1	1020
1	-1	1021
0	1	1021
0	-1	1020
1	0	1018
3	0	1018
2	0	1019
0	0	1018
0	0	1017
1	-1	1020
0	0	1021
1	1	1020
1	0	1019
1	0	1020
0	2	1023
1	0	1022
0	0	1022
0	0	1022
0	0	1024
0	1	1023
0	1	1021
0	-1	1024
0	0	1022
0	0	1022
-1	0	1020
0	0	1021
1	0	1023
-1	0	1022
-2	0	1021
-2	0	1021
-2	-1	1020
0	3	1021
-1	2	1022
-2	0	1020
-1	0	1019
0	3	1019
-2	2	1021
0	1	1021
0	1	1021
0	3	1021
0	3	1022
-1	2	1021
0	3	1022
0	3	1023
0	2	1021
1	4	1022
2	3	1021
-1	3	1023
1	2	1022
0	2	1021
0	2	1021
3	2	1021
1	2	1021
1	2	1020
0	1	1020
2	0	1020
0	0	1021
0	1	1017
0	1	1018
-3	0	1015
-10	0	1001
0	0	1022
0	0	1022
11	0	1038
6	0	1031
-4	0	1019
-5	0	1014
-2	0	1022
0	-2	1026
-2	-1	1024
-4	0	1019
-3	-1	1018
-3	0	1019
-2	1	1021
1	-1	1027
1	-1	1025
2	-1	1023
1	-1	1019
0	0	1020
-1	-1	1020
2	-2	1020
2	0	1021
0	-1	1021
0	0	1019
1	-1	1020
2	0	1020
1	0	1020
1	0	1020
0	0	1020
1	0	1022
3	0	1022
0	0	1021
0	2	1021
1	0	1021
0	0	1022
1	2	1022
1	2	1020
0	2	1022
-1	1	1022
0	3	1021
-1	0	1020
0	0	1019
0	0	1020
-1	2	1023
0	1	1019
0	4	1021
-2	2	1020
-1	1	1021
1	3	1020
0	2	1020
0	2	1020
-1	1	1019
0	2	1021
0	1	1022
0	2	1022
-1	3	1022
0	2	1021
0	2	1023
0	2	1022
-2	1	1023
2	2	1020
0	1	1022
0	2	1023
1	3	1021
0	2	1021
2	2	1022
0	1	1021
0	1	1021
1	1	1022
1	2	1020
0	2	1020
1	3	1021
0	0	1019
0	1	1019
0	1	1020
1	0	1020
0	0	1019
0	1	1018
0	0	1019
0	0	1020
0	0	1021
-1	0	1021
1	0	1021
1	-1	1022
0	0	1021
1	0	1022
0	-1	1021
0	0	1020
0	0	1022
0	-1	1020
0	0	1019
1	-1	1020
1	0	1020
1	0	1021
0	-1	1018
0	0	1019
0	0	1019
0	0	1019
0	0	1019
1	0	1019
1	0	1019
0	0	1019
0	0	1021
0	0	1021
1	0	1021
1	1	1022
2	0	1022
0	0	1022
1	0	1023
1	0	1023
0	0	1021
0	2	1023
1	1	1024
0	1	1023
-1	2	1022
0	3	1022
3	2	1022
0	1	1022
1	2	1020
0	1	1019
1	2	1021
1	2	1020
1	2	1021
0	2	1018
1	3	1019
0	2	1020
0	3	1018
1	3	1019
1	2	1019
0	3	1021
0	3	1022
-1	3	1022
0	4	1021
0	4	1021
1	1	1022
0	0	1024
0	1	1023
-2	2	1022
0	2	1024
-2	0	1024
0	0	1022
0	2	1021
0	3	1022
1	2	1022
0	2	1020
0	1	1019
0	2	1020
0	1	1020
0	2	1020
-1	3	1020
0	2	1019
2	1	1019
0	2	1019
0	0	1018
1	2	1020
1	0	1020
2	2	1021
0	2	1020
1	0	1021
2	0	1021
0	0	1023
1	0	1022
1	0	1022
3	0	1023
3	-1	1021
2	0	1021
2	0	1021
2	1	1022
1	0	1023
2	0	1022
2	-1	1020
0	0	1020
0	-1	1020
0	0	1019
0	-1	1020
1	-1	1020
0	0	1020
0	1	1020
-1	0	1018
1	0	1020
1	0	1021
0	0	1021
0	0	1019
-1	0	1022
0	0	1022
0	0	1022
0	0	1021
0	0	1021
0	0	1022
-2	0	1021
-2	0	1021
0	1	1019
0	0	1019
0	1	1021
-1	3	1021
-2	6	1022
1	-1	1020
1	-1	1022
0	0	1024
2	0	1021
3	2	1022
0	1	1021
0	1	1021
0	2	1020
0	1	1021
1	2	1020
1	2	1022
1	2	1021
1	3	1023
1	2	1020
0	2	1021
0	1	1020
0	2	1021
0	1	1022
1	0	1021
0	1	1020
0	2	1022
0	3	1021
-1	1	1021
-1	2	1021
0	0	1022
0	2	1021
0	0	1021
-2	2	1019
-2	3	1019
-2	2	1020
0	0	1024
-4	1	1024
-2	8	1020
4	-1	1017
6	-5	1022
6	-5	1022
4	-2	1024
0	-2	1023
0	-1	1021
0	0	1020
0	0	1021
0	-1	1021
0	0	1021
0	0	1022
2	-2	1021
2	-2	1021
1	-2	1020
1	0	1021
0	0	1021
0	0	1021
0	0	1019
1	0	1020
1	-1	1021
1	-2	1021
1	-1	1020
1	0	1022
0	0	1022
0	0	1020
1	1	1021
1	0	1021
0	0	1022
-1	0	1020
1	1	1019
2	0	1020
1	0	1021
1	0	1020
0	0	1021
1	0	1021
-3	1	1021
0	0	1020
0	3	1021
0	0	1022
-1	1	1021
0	2	1023
0	2	1017
2	0	1021
1	1	1024
0	0	1021
-1	1	1017
0	0	1020
2	4	1024
0	0	1022
-2	2	1020
0	0	1022
0	2	1022
-1	3	1024
0	1	1020
0	3	1021
1	1	1022
1	2	1023
-1	2	1020
0	1	1020
0	2	1022
1	0	1023
0	0	1021
0	0	1019
0	0	1022
1	0	1023
-1	1	1021
1	1	1018
2	2	1020
0	1	1020
0	1	1020
0	0	1018
1	0	1021
0	0	1022
0	0	1021
0	0	1020
0	-1	1022
0	-1	1022
-1	0	1021
0	0	1018
0	0	1020
0	0	1021
0	-1	1021
0	-1	1020
0	-1	1023
-1	0	1023
0	0	1024
1	1	1021
1	1	1021
2	1	1019
0	0	1022
0	0	1019
0	-1	1019
0	0	1019
1	0	1019
0	1	1020
1	0	1020
0	0	1018
0	0	1020
0	0	1020
0	2	1021
0	2	1021
0	2	1020
0	0	1019
0	2	1020
3	0	1024
2	1	1023
0	1	1018
-1	2	1020
1	2	1022
1	3	1023
0	0	1021
0	1	1018
2	2	1021
0	1	1022
0	0	1021
-1	0	1019
2	0	1021
1	2	1021
1	2	1021
0	1	1020
0	0	1018
1	1	1024
-1	0	1020
-1	2	1017
0	1	1021
0	3	1023
0	0	1021
-1	2	1021
-3	1	1018
-3	2	1017
-2	1	1022
3	1	1027
0	3	1023
0	3	1023
0	0	1019
-3	3	1018
-3	0	1017
-4	3	1014
6	2	1029
0	0	1019
-6	1	1008
-2	3	1017
1	2	1028
7	1	1031
6	2	1029
4	1	1023
0	1	1020
-1	2	1018
4	1	1024
3	0	1024
0	2	1022
-1	0	1018
0	0	1023
1	1	1023
1	2	1023
2	0	1022
1	0	1023
2	-1	1024
1	0	1022
0	0	1022
0	-3	1024
-2	-6	1028
0	0	1021
3	7	1018
1	4	1017
-2	1	1018
-2	1	1018
-3	0	1022
-1	2	1022
-1	4	1017
-4	3	1013
-3	1	1015
-1	0	1018
0	0	1020
0	1	1020
-2	2	1020
0	4	1019
0	3	1019
-32	24	1001
-51	41	976
60	-9	1080
46	-25	1052
22	-32	1039
-5	-19	997
-18	12	1007
0	10	1023
0	7	1026
-5	14	1016
-13	7	1011
0	-2	1017
10	-7	1034
12	-10	1029
-1	-4	1016
-1	-3	1013
-3	1	1016
6	1	1027
-1	1	1019
-2	0	1016
1	2	1021
1	2	1021
3	0	1025
0	0	1021
-1	0	1019
-1	2	1021
-1	0	1021
-3	1	1020
0	0	1022
0	1	1020
0	1	1022
0	2	1023
0	0	1022
0	2	1023
-1	2	1019
0	1	1022
-1	1	1021
0	1	1021
0	0	1021
0	0	1021
0	2	1020
-1	0	1020
0	0	1020
0	0	1021
0	0	1020
1	0	1019
0	0	1021
0	0	1019
0	0	1021
0	0	1021
0	1	1022
0	1	1021
0	1	1022
0	3	1020
0	0	1022
1	2	1024
0	0	1021
0	1	1023
0	0	1021
-2	1	1021
1	0	1021
0	0	1022
0	0	1021
2	0	1019
1	0	1021
0	1	1019
1	1	1020
1	0	1022
1	0	1023
0	1	1020
-1	0	1017
1	-1	1020
2	2	1024
-2	0	1018
-2	1	1019
0	-1	1022
3	1	1025
-2	1	1021
-3	1	1019
-2	0	1020
4	2	1027
0	-1	1021
-2	2	1021
-1	0	1021
3	1	1024
0	0	1021
0	0	1021
0	1	1019
0	2	1018
0	1	1023
0	2	1022
-1	1	1017
0	2	1018
1	0	1023
0	0	1023
0	0	1022
0	4	1019
-1	0	1019
2	2	1021
1	1	1022
-1	0	1019
0	1	1021
-1	0	1022
-1	0	1018
0	1	1023
0	1	1023
-1	0	1019
2	4	1023
5	-1	1028
-4	2	1013
-3	0	1022
4	3	1031
0	-3	1020
-4	4	1018
0	0	1015
4	5	1027
1	-3	1021
-1	1	1016
0	0	1021
0	0	1021
0	-1	1020
0	3	1022
1	-1	1021
0	1	1016
2	0	1022
3	3	1027
-4	-3	1013
-4	4	1014
7	-1	1030
5	5	1027
0	-1	1016
-6	0	1015
2	4	1019
3	-4	1031
2	4	1026
-1	0	1020
-7	-2	1011
-1	5	1024
8	1	1030
-3	3	1020
4	2	1017
0	-7	1023
-1	5	1013
0	4	1022
3	3	1032
5	-2	1017
-3	4	1021
-1	0	1019
-2	-2	1015
1	5	1024
4	4	1032
-4	5	1022
-4	5	1022
-2	2	1017
-1	11	1032
-10	13	1021
0	7	1016
4	0	1024
-1	1	1018
0	3	1023
-16	7	1004
-14	12	1010
4	12	1040
4	12	1034
6	6	1033
1	5	1019
-2	7	1018
-7	9	1023
0	15	1029
-1	19	1028
-4	16	1027
-4	17	1035
2	19	1043
1	12	1037
-2	12	1016
-11	17	1014
-1	1	1047
0	-8	1032
-6	-9	1009
-21	1	986
-26	29	993
-15	38	1004
-2	19	1020
10	5	1025
16	-20	1026
16	-20	1026
17	-42	1021
13	-56	1023
12	-41	1030
-3	-17	1010
-11	-2	997
-7	-10	1013
-4	-6	1018
0	2	1012
-4	-1	1001
0	-13	1010
6	-19	1023
12	-22	1032
5	-9	1023
2	-8	1024
2	0	1029
-4	2	1022
-7	-2	1010
-8	-4	1016
-3	0	1023
-2	5	1016
-11	2	1011
-6	2	1016
-1	5	1021
8	3	1034
5	6	1032
0	4	1021
-5	-1	1018
-6	-5	1014
-4	-3	1022
1	2	1026
3	6	1028
0	10	1026
0	10	1026
-2	7	1020
-12	12	1002
3	31	990
15	36	1019
10	-8	1050
-21	-52	1058
-35	-22	1016
-11	41	993
0	72	979
10	39	1009
12	-7	1042
8	-53	1059
-3	-63	1029
-11	-35	1016
-6	2	988
-17	40	948
-25	75	946
-33	157	861
-24	124	884
-25	108	1029
0	37	1037
23	-8	1056
45	-81	1030
-59	-62	1041
-90	-84	1026
-46	-125	1088
-26	-83	1030
-2	-18	1014
-2	49	1004
19	48	1006
43	25	1039
57	8	1054
58	-3	1045
48	-17	1039
34	-10	1036
32	2	1031
34	21	1036
42	29	1038
42	46	1036
34	59	1032
39	54	1021
51	41	1023
56	27	1037
60	14	1040
76	39	1042
89	85	1036
89	144	1050
76	150	1073
62	134	1065
46	116	1039
28	136	1017
3	146	1007
0	138	1012
15	126	1016
36	115	1022
27	35	1074
9	-4	1098
0	0	1137
-14	62	1155
-13	100	1148
-8	118	1152
-7	116	1162
1	120	1153
6	124	1137
12	103	1143
19	59	1163
26	17	1202
27	16	1212
25	12	1228
35	-3	1242
42	-14	1260
53	-23	1285
57	-29	1301
63	-34	1309
68	-40	1314
77	-49	1317
92	-66	1321
110	-85	1336
114	-98	1336
117	-105	1340
111	-106	1347
106	-99	1344
109	-92	1348
105	-83	1339
107	-73	1319
113	-64	1314
105	-55	1283
100	-41	1265
89	-28	1253
79	-14	1230
67	-2	1215
56	12	1199
47	22	1188
41	30	1194
29	30	1199
13	38	1204
14	45	1220
23	31	1248
-6	14	1205
-15	32	1206
-20	27	1252
-13	56	1213
29	28	1349
-2	58	1211
27	38	1338
3	77	1227
41	43	1370
-2	69	1234
23	51	1344
-12	55	1296
-60	60	1246
-73	54	1297
-88	46	1304
-123	31	1238
-98	33	1300
-94	20	1335
-89	25	1338
-75	4	1377
-69	13	1369
-36	-4	1434
-23	-17	1438
-15	-39	1456
-32	-63	1431
-50	-85	1407
-72	-101	1381
-89	-117	1357
-108	-124	1324
-112	-128	1305
-112	-128	1305
-103	-128	1302
-97	-133	1304
-106	-131	1281
-102	-131	1277
-95	-136	1283
-90	-140	1277
-85	-138	1260
-68	-138	1250
-40	-137	1261
-15	-140	1255
4	-135	1246
11	-128	1230
18	-114	1214
19	-89	1190
14	-61	1157
8	-41	1129
-2	-26	1091
-22	-13	1051
-43	5	1010
-61	28	977
-85	56	943
-109	85	915
-134	120	908
-167	144	901
-207	165	880
-241	191	867
-255	216	887
-249	236	937
-247	247	970
-255	250	1001
-267	245	1041
-281	240	1074
-281	240	1074
-292	229	1107
-305	215	1119
-310	205	1153
-307	190	1184
-304	168	1218
-293	148	1243
-273	139	1275
-259	120	1319
-258	80	1311
-267	52	1301
-277	30	1285
-272	12	1287
-260	5	1301
-250	-9	1331
-258	-22	1313
-273	-26	1299
-290	-33	1299
-304	-37	1278
-312	-25	1263
-321	-6	1256
-323	3	1248
-329	24	1229
-330	39	1232
-335	61	1222
-339	80	1218
-345	91	1203
-358	106	1178
-364	116	1161
-368	130	1140
-357	135	1149
-346	137	1149
-339	136	1132
-337	137	1101
-337	150	1071
-330	168	1061
-330	188	1053
-336	197	1060
-351	196	1053
-375	192	1011
-394	196	987
-403	201	977
-410	207	971
-424	221	943
-440	232	930
-466	254	909
-493	273	892
-513	282	894
-529	290	901
-544	297	912
-543	308	930
-557	318	916
-558	311	941
-570	310	950
-579	319	977
-599	346	988
-608	367	1053
-631	391	1106
-637	406	1189
-656	429	1225
-666	447	1281
-671	453	1353
-661	447	1439
-643	442	1487
-625	448	1535
-606	452	1559
-565	457	1600
-532	445	1630
-495	422	1670
-466	398	1658
-441	376	1638
-424	370	1593
-410	337	1549
-388	316	1482
-368	293	1384
-343	275	1318
-324	257	1251
-320	243	1161
-332	247	1076
-354	249	1007
-384	253	951
-410	249	914
-431	233	878
-449	221	832
-455	190	793
-462	175	758
-464	151	738
-464	136	717
-459	119	688
-453	106	677
-446	95	657
-437	86	622
-432	80	587
-427	44	572
-420	22	562
-416	-5	552
-426	-13	516
-426	-13	516
-441	-31	473
-446	-46	418
-463	-48	373
-485	-63	347
-510	-72	322
-533	-44	275
-552	-30	232
-579	-12	200
-604	-4	177
-623	7	166
-638	28	158
-661	44	165
-684	74	174
-707	99	189
-731	127	204
-757	145	220
-779	160	260
-792	170	291
-804	172	324
-806	177	346
-807	171	371
-769	144	501
-725	112	571
-698	119	596
-698	113	555
-692	102	556
-689	77	566
-674	53	592
-665	28	555
-658	7	512
-660	-8	443
-660	-26	362
-660	-26	362
-637	-39	319
-633	2	119
-545	-43	507
-596	-103	279
-659	-127	113
-716	-114	21
-764	-91	-68
-796	-60	-102
-823	-31	-149
-838	-6	-190
-838	15	-202
-841	31	-154
-847	44	-187
-826	65	-143
-800	78	-94
-760	91	-54
-753	98	-26
-767	91	-57
-782	95	-94
-793	108	-117
-804	119	-135
-807	130	-144
-816	140	-152
-824	145	-165
-834	139	-166
-847	125	-171
-864	104	-174
-883	82	-182
-899	57	-191
-908	37	-195
-909	21	-195
-902	11	-193
-895	4	-192
-885	1	-193
-874	1	-201
-865	3	-210
-855	5	-219
-850	2	-228
-857	-6	-236
-867	-31	-240
-880	-56	-236
-886	-74	-232
-883	-85	-224
-879	-86	-221
-870	-82	-220
-858	-79	-220
-848	-73	-221
-839	-72	-223
-834	-72	-220
-831	-73	-216
-828	-78	-212
-819	-74	-209
-816	-69	-209
-808	-56	-216
-801	-39	-221
-799	-22	-228
-798	-12	-237
-805	-5	-249
-812	-8	-262
-822	4	-259
-826	-17	-264
-828	-29	-248
-836	-20	-278
-846	-10	-296
-846	-10	-296
-846	-11	-307
-839	-24	-315
-828	-44	-314
-811	-66	-315
-794	-84	-307
-777	-104	-305
-767	-125	-302
-763	-143	-304
-762	-165	-299
-765	-179	-305
-767	-190	-304
-770	-195	-308
-773	-198	-321
-776	-192	-331
-779	-188	-343
-785	-179	-348
-794	-169	-357
-804	-160	-363
-818	-153	-363
-834	-144	-366
-852	-136	-363
-870	-131	-364
-886	-130	-359
-895	-131	-357
-901	-137	-355
-902	-143	-361
-897	-151	-362
-886	-158	-364
-874	-161	-369
-861	-166	-378
-847	-169	-381
-833	-174	-392
-833	-174	-392
-821	-179	-401
-810	-187	-414
-800	-193	-430
-788	-197	-447
-782	-202	-464
-772	-205	-483
-765	-206	-504
-751	-209	-532
-737	-215	-570
-725	-216	-592
-723	-209	-615
-728	-196	-635
-737	-187	-664
-749	-178	-699
-764	-176	-722
-771	-181	-744
-779	-185	-760
-783	-190	-783
-788	-190	-801
-788	-193	-814
-791	-193	-829
-790	-192	-837
-791	-191	-849
-790	-192	-835
-791	-197	-864
-785	-198	-878
-780	-205	-881
-771	-214	-879
-761	-226	-859
-757	-239	-865
-752	-255	-863
-752	-264	-856
-760	-268	-851
-758	-278	-842
-756	-288	-829
-755	-298	-825
-764	-297	-821
-763	-302	-816
-768	-301	-815
-776	-296	-810
-767	-307	-806
-762	-310	-798
-768	-311	-803
-765	-314	-795
-765	-314	-795
-762	-316	-789
-760	-316	-785
-759	-318	-780
-763	-315	-779
-739	-335	-780
-732	-340	-787
-739	-333	-800
-740	-332	-803
-748	-320	-813
-748	-320	-820
-743	-325	-832
-743	-329	-836
-742	-328	-839
-756	-317	-832
-778	-298	-833
-809	-272	-821
-848	-244	-798
-871	-226	-771
-883	-215	-750
-876	-224	-732
-859	-237	-714
-840	-254	-702
-823	-266	-694
-805	-280	-684
-790	-295	-674
-774	-309	-662
-759	-326	-651
-746	-335	-632
-733	-350	-613
-722	-363	-595
-714	-372	-574
-708	-384	-554
-704	-396	-535
-699	-410	-516
-690	-421	-499
-682	-436	-485
-674	-451	-473
-661	-462	-462
-650	-472	-449
-639	-483	-438
-633	-492	-431
-629	-488	-417
-626	-485	-407
-627	-475	-393
-628	-464	-382
-627	-455	-374
-628	-447	-366
-627	-440	-361
-628	-433	-362
-626	-429	-361
-621	-428	-368
-620	-426	-369
-615	-427	-374
-608	-430	-380
-601	-431	-384
-595	-427	-386
-585	-425	-392
-577	-419	-391
-570	-415	-393
-556	-415	-393
-547	-409	-382
-544	-397	-372
-540	-388	-360
-546	-360	-345
-556	-322	-333
-573	-271	-317
-588	-216	-304
-598	-167	-297
-607	-129	-294
-613	-107	-291
-616	-99	-281
-612	-103	-269
-606	-115	-251
-602	-127	-229
-600	-137	-202
-598	-141	-180
-592	-140	-161
-584	-132	-147
-575	-120	-137
-565	-108	-134
-551	-96	-133
-536	-91	-137
-522	-89	-148
-508	-88	-162
-497	-91	-173
-489	-93	-187
-483	-88	-207
-474	-78	-223
-465	-70	-232
-463	-62	-236
-462	-53	-238
-459	-47	-246
-458	-42	-256
-451	-37	-271
-444	-30	-288
-433	-22	-302
-424	-16	-317
-413	-12	-331
-399	-6	-340
-387	7	-346
-375	29	-347
-359	57	-346
-345	94	-341
-333	130	-330
-321	166	-312
-312	199	-282
-307	224	-246
-304	244	-198
-305	265	-140
-308	289	-70
-315	321	13
-324	358	103
-342	400	191
-353	432	295
-327	358	322
-324	288	252
-362	319	258
-411	432	381
-453	552	602
-482	628	798
-478	636	987
-471	603	1146
-463	543	1301
-457	460	1412
-460	359	1472
-472	255	1505
-492	150	1515
-506	52	1523
-516	-34	1501
-514	-113	1463
-502	-183	1405
-486	-252	1333
-463	-324	1252
-437	-402	1151
-410	-482	1046
-384	-562	954
-357	-635	852
-330	-696	744
-312	-738	656
-304	-759	569
-307	-760	486
-317	-752	423
-328	-731	350
-340	-694	288
-358	-651	204
-372	-592	92
-395	-517	-64
-419	-421	-223
-446	-326	-367
-451	-227	-424
-446	-134	-414
-422	-34	-336
-383	60	-249
-334	150	-185
-284	222	-123
-236	270	-62
-197	312	-6
-164	353	72
-143	394	156
-128	433	256
-123	476	365
-120	516	468
-108	534	580
-77	532	668
-32	506	757
